book,genre,store,date,sale
"Gone for Good","Crime Fiction",Slagelse,2005-03-26,71
"The Art of Fielding","Literary fiction",Silkeborg,2005-06-18,87
"Lad, A Dog","Young adult literature",Horsens,2005-06-25,86
"Sandry's Book","Speculative fiction",Aabenraa,2005-11-17,56
Twilight,"Young adult literature",Silkeborg,2005-08-20,65
"City at the End of Time","Science Fiction","Sorø",2005-10-15,19
Inkdeath,Fantasy,Maribo,2005-12-25,25
"The Third Lynx","Science Fiction",Svendborg,2005-10-28,100
Spartacus,Biography,Nakskov,2005-10-06,65
"The Disinherited","Autobiographical novel",Skive,2005-12-09,20
"The Knight and Knave of Swords",Fantasy,Odense,2005-08-10,39
"Bør Børson",Satire,Randers,2005-07-26,79
Behemoth,"Alternate history","Helsingør",2005-05-21,44
"The Counterlife",Fiction,Nyborg,2005-10-08,21
"The Commodore","Historical fiction",Aarhus,2005-03-03,6
"The Aleph","Speculative fiction",Aabenraa,2005-07-26,63
Wanderlust,Fantasy,"Hjørring",2005-12-19,67
"So Far from the Bamboo Grove","Autobiographical novel",Copenhagen,2005-09-16,49
"Decline and Fall",Satire,"Nørresundby",2005-10-28,13
"Vampirates: Empire of Night","Children's literature",Aabenraa,2005-09-10,81
"Brigands M.C.",Thriller,"Sønderborg",2005-10-29,23
"The Summer Tree","Science Fiction",Nyborg,2005-04-01,53
"'Tis: A Memoir",Memoir,Slagelse,2005-04-17,67
"Personal Injuries","Crime Fiction",Vejle,2005-02-19,21
"The Guns of Navarone","Historical fiction",Silkeborg,2005-09-09,24
"Flashman and the Redskins","Historical fiction","Nykøbing Falster",2005-08-03,88
Hawksong,Fantasy,"Holbæk",2005-03-25,94
"The Creator","Science Fiction",Skive,2005-09-20,81
"The Empire of Glass","Science Fiction",Nakskov,2005-05-21,64
"The Daughters of Cain","Crime Fiction",Aabenraa,2005-04-25,20
"Burger's Daughter","Historical novel",Kolding,2005-08-17,10
"The King of the Sea","Adventure novel",Nakskov,2005-07-04,11
"Point Blanc",Thriller,"Hjørring",2005-01-31,75
"Gate of Ivrel","Science Fiction",Silkeborg,2005-05-23,21
"The Kiss of Death","Speculative fiction",Haderslev,2005-09-25,45
"Angels and Demons",Thriller,Skagen,2005-01-31,74
"Touching Spirit Bear","Children's literature","Hjørring",2005-11-19,40
"Sorcerer's Apprentice",Novel,Vejle,2005-06-14,91
"Trojan Odyssey",Thriller,Frederiksberg,2005-05-19,60
"Laughing Gas","Comic novel","Tønder",2005-10-01,70
"The Magic Pudding","Children's literature",Maribo,2005-03-20,82
"Demons Don't Dream","Speculative fiction","Tønder",2005-03-08,95
"The Monkey and the Tiger",Mystery,Haderslev,2005-09-28,78
"Deadly, Unna?","Young adult literature",Slagelse,2005-11-13,7
"The Island of Adventure","Adventure novel",Copenhagen,2005-11-14,92
"Reading Like a Writer",Non-fiction,Haderslev,2005-07-11,15
"A Monstrous Regiment of Women",Mystery,Gentofte,2005-05-07,77
Bloodthirst,"Science Fiction",Vejle,2005-10-02,37
"The Last Precinct","Crime Fiction",Vejle,2005-04-04,85
"My Dead Body",Thriller,Frederikshavn,2005-04-08,96
"I Want to Go Home","Children's literature",Svendborg,2005-12-27,78
"The Glass Books of the Dream Eaters",Mystery,Ribe,2005-07-09,28
"Death in the Andes",Novel,Nakskov,2005-12-12,47
"The Excalibur Alternative","Science Fiction","Helsingør",2005-04-21,83
Airport,Mystery,Fredericia,2005-09-18,71
"Weetzie Bat","Speculative fiction",Horsens,2005-11-13,5
"The David Beckham Experiment",Sports,Skive,2005-02-07,66
"Fine Things",Fiction,"Sorø",2005-12-26,51
Barrayar,"Science Fiction",Randers,2005-12-18,7
Go,Fiction,Aarhus,2005-04-20,50
"The Ox-Bow Incident","Historical fiction",Odense,2005-05-05,26
"Into the Looking Glass","Military science fiction","Holbæk",2005-03-20,30
"The Wonderful Country",Fiction,"Helsingør",2005-07-10,51
"The Book of Laughter and Forgetting",Fiction,Esbjerg,2005-04-09,92
"Blue at the Mizzen",Fiction,Viborg,2005-04-18,17
"Sir Harold and the Gnome King",Fantasy,Ribe,2005-09-16,8
"The Broken Place","Speculative fiction",Svendborg,2005-01-04,63
"The Black Swan: The Impact of the Highly Improbable",Non-fiction,Thisted,2005-08-12,87
"The Uncommon Reader",Fiction,Thisted,2005-08-09,47
Eden,"Science Fiction",Esbjerg,2005-06-19,46
"Three to Get Deadly","Crime Fiction",Frederiksberg,2005-03-08,95
"The Killing Star",Thriller,Viborg,2005-11-21,82
Sideways,Novel,Viborg,2005-07-14,70
"The Terminators","Spy fiction",Aabenraa,2005-11-18,13
"Fasting, Feasting",Novel,Fredericia,2005-04-26,25
"Bed of Roses",Fiction,Silkeborg,2005-07-09,22
"The Maracot Deep","Science Fiction",Haderslev,2005-06-03,26
"Kiss Me, Judas",Novel,Kolding,2005-08-19,8
"The Girl Who Loved Wild Horses","Picture book",Aarhus,2005-06-30,8
"The Beggar Queen","Children's literature",Thisted,2005-09-16,33
"Morning Star",Mystery,Nakskov,2005-05-20,45
Nation,"Alternate history","Hillerød",2005-07-20,34
"Hornblower and the Atropos",Horror,"Tønder",2005-05-12,79
"The Ringworld Throne","Science Fiction",Copenhagen,2005-11-04,66
"The Devil in Amber","Historical fiction",Svendborg,2005-06-29,24
"Monster Nation","Speculative fiction",Silkeborg,2005-04-17,89
"The Thief",Fantasy,Copenhagen,2005-10-11,35
"The Discovery","Science Fiction",Vordingborg,2005-08-14,29
"Soul Circus","Crime Fiction",Silkeborg,2005-12-29,49
"House of Sand and Fog",Fiction,Horsens,2005-06-24,33
"The Last Dodo","Speculative fiction",Roskilde,2005-08-25,74
"Linda Condon",Fiction,Aalborg,2005-02-05,44
"Spring Awakening",Music,Slagelse,2005-07-01,46
Millions,"Children's literature",Thisted,2005-05-26,54
"The Betrayal of Bindy Mackenzie",Novel,Frederikshavn,2005-10-29,72
"4th of July","Crime Fiction",Aarhus,2005-04-13,78
"Down There on a Visit",Novel,Roskilde,2005-12-04,5
Moo,"Comic novel",Odense,2005-09-03,76
Torn,"Paranormal romance","Hjørring",2005-04-13,73
"The Water's Lovely","Crime Fiction",Esbjerg,2005-10-10,45
"The Birthday Boys","Historical novel","Sønderborg",2005-07-30,5
"Socialite Evenings",Novel,"Køge",2005-04-25,68
"No Promises in the Wind","Children's literature","Hjørring",2005-04-23,100
SS-GB,"Alternate history",Svendborg,2005-05-04,15
"The Last Supper","Spy fiction","Sønderborg",2005-04-17,40
"The Brave Bulls",Western,Aabenraa,2005-07-31,11
"The Queen of Air and Darkness","Speculative fiction",Viborg,2005-11-26,36
"The Ginger Man",Fiction,Haderslev,2005-04-20,54
"Lord of Light","Science Fiction",Maribo,2005-09-18,21
"Love Creeps",Fiction,Horsens,2005-01-21,93
"Dragon Haven",Fantasy,Skive,2005-08-21,15
"The Extraordinary Adventures of Alfred Kropp","Speculative fiction",Maribo,2005-10-23,90
"A.D.: New Orleans After the Deluge",Comics,Viborg,2005-05-28,52
"Caine Black Knife","Science Fiction",Randers,2005-10-05,23
"Dawn Wind","Speculative fiction",Frederiksberg,2005-03-20,12
"The Houses of Iszm","Science Fiction",Nyborg,2005-11-20,36
"Peter the Great's Negro","Historical novel",Frederiksberg,2005-06-06,56
"Fields of Sleep",Fantasy,Odense,2005-11-24,47
"Gaia's Toys","Speculative fiction",Maribo,2005-04-14,23
"The Shattered Peace","Science Fiction",Herning,2005-12-09,53
Modelland,Fantasy,"Helsingør",2005-11-20,45
"The Adolescence of P-1","Science Fiction",Odense,2005-09-22,24
"Niagara Falls, or Does it?","Children's literature",Frederikshavn,2005-09-28,18
"The Flying Sorcerers","Science Fiction","Sønderborg",2005-11-05,48
"Three for the Chair",Mystery,Maribo,2005-09-26,70
"Boy's Life",Mystery,Aarhus,2005-09-16,74
"Caddie Woodlawn","Children's literature",Roskilde,2005-10-22,66
Weaveworld,"Speculative fiction",Haderslev,2005-12-02,67
"San Andreas","Historical fiction",Aalborg,2005-02-07,92
"Last Day in Limbo",Mystery,Esbjerg,2005-04-15,62
"Talkative Man",Fiction,Nakskov,2005-08-10,85
"The Clue of the Black Keys",Mystery,Herning,2005-05-20,12
"This Can't Be Happening at Macdonald Hall",Comedy,Skagen,2005-08-26,39
"Blood Brothers","Science Fiction","Nørresundby",2005-01-11,51
Thorns,"Science Fiction",Skagen,2005-04-15,42
"The Generals","Historical fiction",Viborg,2005-09-08,9
"The Escape","Science Fiction",Aabenraa,2005-03-05,64
Eon,"Science Fiction",Holstebro,2005-12-13,41
"Half-Broken Things","Crime Fiction","Sønderborg",2005-05-06,32
"Darkest Mercy","Urban fantasy",Odense,2005-09-14,46
"The Walking Drum","Historical novel","Nykøbing Falster",2005-01-15,37
"The Harlequin",Mystery,Slagelse,2005-03-24,40
"The Scarecrows","Ghost story",Nakskov,2005-04-30,71
"The Go-Giver",Self-help,Slagelse,2005-04-08,17
"The Hooded Hawk Mystery",Mystery,Slagelse,2005-01-22,73
"Miss Lonelyhearts",Fiction,Aabenraa,2005-08-27,75
"Anne of Ingleside",Novel,"Tønder",2005-06-17,72
"Fear and Loathing in Las Vegas","Autobiographical novel",Herning,2005-05-28,73
"Prophets of the Dark Side","Science Fiction",Kolding,2005-05-10,39
"The Heart of the Matter","Speculative fiction",Aabenraa,2005-02-17,7
"The Unexpected Guest","Crime Fiction",Svendborg,2005-11-02,79
"Socialite Evenings",Novel,"Køge",2005-07-25,42
"The Clone Republic","Science Fiction",Thisted,2005-11-04,52
"33 Snowfish","Children's literature",Aalborg,2005-12-22,15
"The Red Pyramid",Fantasy,Skive,2005-11-08,30
"Spy Hook",Mystery,"Køge",2005-02-16,24
"Le Chef-d'œuvre inconnu",Fiction,Viborg,2005-09-25,21
"Grief: a Novel",Novel,Kolding,2005-07-08,96
"Atlantis Found",Thriller,Nyborg,2005-09-20,45
Lurulu,"Science Fiction",Kalundborg,2005-12-12,23
"Layer Cake","Crime Fiction","Nykøbing Falster",2005-10-18,92
"The Telling","Science Fiction","Holbæk",2005-04-19,45
"The Time of the Ghost","Ghost story",Horsens,2005-04-18,71
Matrix,"Science Fiction",Fredericia,2005-12-09,53
Luckypenny,Novel,"Helsingør",2005-05-14,74
"The Interruption of Everything",Novel,Holstebro,2005-01-25,5
"The Leap","Speculative fiction",Vejle,2005-07-21,99
"The Mill on the Floss","Children's literature","Sorø",2005-01-20,96
"Black Fire","Science Fiction",Maribo,2005-12-18,42
"Jack and Jill: A Village Story","Children's literature",Aabenraa,2005-03-31,27
"Blood Oath","Spy fiction",Roskilde,2005-11-21,94
Koyasan,Horror,Gentofte,2005-08-01,20
"The Winning Side","Science Fiction",Gentofte,2005-07-24,42
"Star Wars: Darth Bane: Dynasty of Evil","Science Fiction",Silkeborg,2005-03-30,51
"Surf na crvenom talasu",Novel,Esbjerg,2005-11-21,54
"Black Blade",Thriller,Nakskov,2005-12-20,74
Ivanhoe,"Historical fiction",Kalundborg,2005-03-16,100
.hack//Zero,"Science Fiction","Hjørring",2005-03-22,69
"Flesh and Blood","Crime Fiction",Aalborg,2005-10-09,31
Lilith,"Speculative fiction",Haderslev,2005-07-10,24
"Black Water","Children's literature",Nyborg,2005-03-01,70
Exultant,"Science Fiction",Kalundborg,2005-11-10,43
"The Crossroads",Thriller,"Hillerød",2005-05-09,54
"The Red Queen","Science Fiction",Aabenraa,2005-08-25,28
"The Ultimate Solution","Alternate history","Sønderborg",2005-07-04,61
"From the Earth to the Moon","Science Fiction","Helsingør",2005-09-16,95
"The Bastard Prince","Science Fiction",Nyborg,2005-01-23,13
"The Chinaman","Crime Fiction","Helsingør",2005-09-27,68
"Casino Royale","Spy fiction",Svendborg,2005-03-29,49
"Kiln People","Science Fiction",Aarhus,2005-10-10,95
"Hard to Be a God","Science Fiction",Roskilde,2005-02-21,14
"Thirteen Reasons Why","Young adult literature",Silkeborg,2005-09-03,11
"Death of Kings","Historical novel",Copenhagen,2005-02-24,91
Demons,"Science Fiction","Tønder",2005-08-01,70
"Two to the Fifth",Fantasy,Aalborg,2005-06-02,63
"Leonardo, the Terrible Monster","Picture book","Køge",2005-07-04,13
"The Last of the Jedi: Return of the Dark Side","Science Fiction",Aabenraa,2005-11-01,71
"The Grotesque","Gothic fiction",Odense,2005-10-07,99
"Sharpe's Prey","Historical novel","Hillerød",2005-12-16,30
"The King of the Golden River","Science Fiction",Holstebro,2005-11-24,70
"Free Culture: How Big Media Uses Technology and the Law to Lock Down Culture and Control Creativity",Non-fiction,Frederikshavn,2005-09-11,72
"Diurnity's Dawn","Science Fiction",Randers,2005-09-20,65
"Moon Base One","Science Fiction",Vordingborg,2005-10-27,50
Colony,"Speculative fiction",Slagelse,2005-02-13,14
Bedlam,"Young adult literature",Skagen,2005-02-07,34
"Red Army","Alternate history",Horsens,2005-04-05,58
"The Crooked Banister",Mystery,Viborg,2005-12-31,63
"The Terminal Man","Science Fiction",Ribe,2005-07-03,35
"Body of Evidence","Crime Fiction",Aabenraa,2005-03-02,65
"The Moon Maiden","Science Fiction",Aabenraa,2005-08-06,76
"Are You Afraid of the Dark?",Thriller,Aabenraa,2005-10-22,82
"Will Grayson, Will Grayson","Young adult literature",Copenhagen,2005-06-05,90
"Have Space Suit-Will Travel","Science Fiction",Aabenraa,2005-08-14,34
"The Interior",Mystery,"Nørresundby",2005-03-05,66
"Just Like That","Autobiographical novel",Frederikshavn,2005-04-23,10
"The Mandalorian Armor","Science Fiction",Aalborg,2005-06-05,62
"Bare Bones","Crime Fiction",Svendborg,2005-03-14,84
"Hawk of May","Historical fantasy","Nørresundby",2005-05-24,85
"Enderby Outside","Comic novel",Gentofte,2005-09-06,39
Freeglader,"Speculative fiction",Nakskov,2005-11-09,58
"Earthsearch II","Science Fiction",Thisted,2005-09-07,65
"Smuggler's Moon","Crime Fiction",Thisted,2005-03-22,55
"The Man Who Folded Himself","Time travel",Fredericia,2005-08-04,24
Foe,"Parallel novel",Kalundborg,2005-09-05,71
"The Sandman: Dream Country",Fantasy,"Nørresundby",2005-04-06,48
"The Beekeeper's Apprentice",Mystery,Thisted,2005-05-18,9
"The Gum Thief","Epistolary novel",Fredericia,2005-05-11,23
"Pilgrimage to Hell","Science Fiction",Roskilde,2005-05-03,50
"A Tree Grows In Brooklyn",Fiction,Aarhus,2005-11-05,59
"Murder on the Links","Crime Fiction",Haderslev,2005-08-23,15
"The Color of Water: A Black Man's Tribute to His White Mother",Non-fiction,"Helsingør",2005-11-13,64
"The Praxis","Science Fiction","Køge",2005-02-27,46
"Starry Nights","Speculative fiction",Kolding,2005-12-06,46
"I Will Fear No Evil","Science Fiction",Aabenraa,2005-03-24,29
"After Ever After","Young adult literature",Vejle,2005-05-29,77
"Scandal At High Chimneys",Mystery,Silkeborg,2005-08-22,95
"Games People Play",Psychology,"Sønderborg",2005-12-29,83
"I Loved Tiberius",Novel,Ribe,2005-03-30,73
"The Veiled Prophet","Speculative fiction",Slagelse,2005-06-19,49
"Head Games","Speculative fiction","Nykøbing Falster",2005-04-05,32
"To Venus in Five Seconds","Science Fiction","Nykøbing Falster",2005-09-07,7
"The Witches of Chiswick","Science Fiction",Kolding,2005-12-17,33
"The Gunslinger","Science Fiction",Nakskov,2005-06-28,86
"Along Came a Spider",Thriller,Haderslev,2005-07-29,55
"Sun of Suns","Science Fiction",Ribe,2005-01-06,85
"Year of the Intern",Fiction,Silkeborg,2005-02-01,84
"The Beginnings – Malayalam","Graphic novel",Frederikshavn,2005-07-29,14
"Devil on My Back","Science Fiction",Horsens,2005-10-09,27
"Joe Gould's Secret",Non-fiction,Frederiksberg,2005-03-13,75
"Amber and Iron","Speculative fiction",Skive,2005-08-23,53
Thirsty,"Speculative fiction",Kolding,2005-07-23,48
"Room One","Children's literature","Helsingør",2005-02-12,19
"Book of the Dead",Fantasy,Maribo,2005-01-25,44
"When the Moon Forgot","Children's literature","Nørresundby",2005-03-04,80
"The Cat's Table",Bildungsroman,Herning,2005-03-22,62
Enigma,Thriller,Odense,2005-10-29,60
"Professor Martens' Departure","Historical novel",Nakskov,2005-02-13,73
"The Incorporated Knight","Speculative fiction","Holbæk",2005-01-24,42
"Bernice Bobs Her Hair",Fiction,Nyborg,2005-06-18,75
"Dear Mr. Henshaw","Children's literature",Kalundborg,2005-09-19,44
"Invasive Procedures",Thriller,"Hjørring",2005-10-30,76
Matriarch,"Science Fiction",Nakskov,2005-05-30,20
"The Ruby in the Smoke","Children's literature",Frederiksberg,2005-06-16,30
"The Women of Brewster Place",Fiction,"Hjørring",2005-04-23,35
"The Tin Drum","Speculative fiction","Sorø",2005-03-22,45
"The Three Roads",Thriller,Ribe,2005-03-01,82
"I, the Supreme","Historical novel",Roskilde,2005-07-10,71
"Beyond the Grave","Children's literature",Haderslev,2005-04-08,10
"The Lioness","Speculative fiction",Frederiksberg,2005-02-27,77
"Pig Island",Thriller,"Nykøbing Falster",2005-01-17,66
"The Dark","Science Fiction",Kolding,2005-08-02,99
"Click, Clack, Splish, Splash: A Counting Adventure","Children's literature","Holbæk",2005-11-02,53
Quicksand,"LGBT literature",Nyborg,2005-02-26,75
Babyji,Fiction,Maribo,2005-01-24,38
"Smuggler's Moon","Crime Fiction","Tønder",2005-06-25,13
Hordubal,Novel,"Tønder",2005-10-28,5
"Kushiel's Justice","Speculative fiction",Skive,2005-07-22,64
"The Private Life of Chairman Mao",Memoir,"Holbæk",2005-10-30,25
"If Only It Were True",Novel,"Tønder",2005-01-14,13
"Frozen in Time",Novel,Frederikshavn,2005-10-17,64
"Apex Hides the Hurt",Fiction,Fredericia,2005-01-27,82
"Night Frost","Crime Fiction",Kalundborg,2005-07-03,21
"The Snow Empress",Mystery,Horsens,2005-03-29,28
"The Romulan Way","Science Fiction",Aabenraa,2005-04-16,91
"Dragon Death","Speculative fiction",Maribo,2005-11-15,92
"Seven Ancient Wonders",Thriller,"Køge",2005-02-07,79
"The Eye of the World","Speculative fiction",Thisted,2005-07-18,6
"On Stranger Tides","Historical fantasy",Skagen,2005-09-18,72
"The Final Showdown","Science Fiction",Viborg,2005-10-06,23
"The Invention of Morel","Science Fiction",Slagelse,2005-08-28,70
"The Big Hunt","Speculative fiction",Viborg,2005-02-01,9
"Dream Boy",Novel,"Nørresundby",2005-05-20,49
Flyaway,Thriller,"Nykøbing Falster",2005-06-17,57
"Spock Must Die!","Speculative fiction","Nørresundby",2005-07-16,76
"The Girl with the Dragon Tattoo",Thriller,"Hillerød",2005-06-23,59
"The Hour of the Star",Novel,Nakskov,2005-10-05,46
"Here's to You, Rachel Robinson","Young adult literature",Thisted,2005-09-12,100
"The Disappearing Dwarf",Fantasy,Holstebro,2005-10-16,82
"Fat Chance","Young adult literature",Svendborg,2005-09-20,70
Convergence,"Science Fiction",Ribe,2005-12-08,52
"Dragon Wing","Science Fiction",Kolding,2005-06-13,57
"Dune: The Battle of Corrin","Science Fiction",Viborg,2005-03-20,65
Heartless,Steampunk,"Sønderborg",2005-09-20,67
"Curious George Gets a Medal","Children's literature",Kalundborg,2005-10-19,75
"The Snow Empress",Mystery,Gentofte,2005-03-27,13
